id,tech,capacity_mw,abs_year,stage,discount_factor,discounted_pre_dev_per_mw,discounted_construction_per_mw,discounted_fixed_om_per_mw,discounted_variable_om_per_mw,discounted_total_cost_per_mw,discounted_mwh_per_mw,discounted_pre_dev_total,discounted_construction_total,discounted_fixed_om_total,discounted_variable_om_total,discounted_total_cost,discounted_mwh_total,discounted_infra_lump_total
solar_68696,PV(50kW+),5.0,3,operation,0.863837598531476,0.0,0.0,8033.689666342727,0.0,8033.689666342727,832.3939099449303,0.0,0.0,40168.44833171363,0.0,40168.44833171363,4161.969549724652,0.0
solar_68696,PV(50kW+),5.0,4,operation,0.8227024747918819,0.0,0.0,7651.133015564501,0.0,7651.133015564501,792.7561047094574,0.0,0.0,38255.6650778225,0.0,38255.6650778225,3963.780523547287,0.0
solar_68696,PV(50kW+),5.0,5,operation,0.7835261664684589,0.0,0.0,7286.793348156667,0.0,7286.793348156667,755.0058140090069,0.0,0.0,36433.96674078333,0.0,36433.96674078333,3775.0290700450346,0.0
solar_68696,PV(50kW+),5.0,6,operation,0.7462153966366274,0.0,0.0,6939.803188720634,0.0,6939.803188720634,719.0531561990542,0.0,0.0,34699.01594360317,0.0,34699.01594360317,3595.265780995271,0.0
solar_68696,PV(50kW+),5.0,7,operation,0.7106813301301214,0.0,0.0,6609.336370210129,0.0,6609.336370210129,684.812529713385,0.0,0.0,33046.68185105064,0.0,33046.68185105064,3424.0626485669245,0.0
solar_68696,PV(50kW+),5.0,8,operation,0.676839362028687,0.0,0.0,6294.606066866789,0.0,6294.606066866789,652.2024092508428,0.0,0.0,31473.030334333944,0.0,31473.030334333944,3261.012046254214,0.0
solar_68696,PV(50kW+),5.0,9,operation,0.6446089162177971,0.0,0.0,5994.862920825513,0.0,5994.862920825513,621.1451516674693,0.0,0.0,29974.31460412757,0.0,29974.31460412757,3105.7257583373466,0.0
solar_68696,PV(50kW+),5.0,10,operation,0.6139132535407591,0.0,0.0,5709.3932579290595,0.0,5709.3932579290595,591.5668111118755,0.0,0.0,28546.966289645297,0.0,28546.966289645297,2957.8340555593777,0.0
solar_68696,PV(50kW+),5.0,11,operation,0.5846792890864373,0.0,0.0,5437.517388503867,0.0,5437.517388503867,563.396962963691,0.0,0.0,27187.586942519334,0.0,27187.586942519334,2816.9848148184547,0.0
solar_68696,PV(50kW+),5.0,12,operation,0.5568374181775593,0.0,0.0,5178.5879890513015,0.0,5178.5879890513015,536.5685361558961,0.0,0.0,25892.93994525651,0.0,25892.93994525651,2682.842680779481,0.0
solar_68696,PV(50kW+),5.0,13,operation,0.5303213506452945,0.0,0.0,4931.988561001239,0.0,4931.988561001239,511.0176534818058,0.0,0.0,24659.942805006194,0.0,24659.942805006194,2555.088267409029,0.0
solar_68696,PV(50kW+),5.0,14,operation,0.5050679529955185,0.0,0.0,4697.131962858322,0.0,4697.131962858322,486.68347950648166,0.0,0.0,23485.659814291612,0.0,23485.659814291612,2433.4173975324084,0.0
solar_68696,PV(50kW+),5.0,15,operation,0.48101709809097,0.0,0.0,4473.459012246021,0.0,4473.459012246021,463.5080757204587,0.0,0.0,22367.295061230107,0.0,22367.295061230107,2317.5403786022935,0.0
solar_68696,PV(50kW+),5.0,16,operation,0.45811152199140004,0.0,0.0,4260.43715452002,0.0,4260.43715452002,441.4362625909131,0.0,0.0,21302.1857726001,0.0,21302.1857726001,2207.1813129545653,0.0
solar_68696,PV(50kW+),5.0,17,operation,0.4362966876108571,0.0,0.0,4057.559194780971,0.0,4057.559194780971,420.4154881818219,0.0,0.0,20287.795973904857,0.0,20287.795973904857,2102.0774409091096,0.0
solar_68696,PV(50kW+),5.0,18,operation,0.415520654867483,0.0,0.0,3864.342090267592,0.0,3864.342090267592,400.39570303030666,0.0,0.0,19321.71045133796,0.0,19321.71045133796,2001.9785151515334,0.0
solar_68696,PV(50kW+),5.0,19,operation,0.39573395701665043,0.0,0.0,3680.325800254849,0.0,3680.325800254849,381.32924098124437,0.0,0.0,18401.629001274247,0.0,18401.629001274247,1906.6462049062218,0.0
solar_68696,PV(50kW+),5.0,20,operation,0.3768894828730004,0.0,0.0,3505.0721907189036,0.0,3505.0721907189036,363.17070569642317,0.0,0.0,17525.360953594518,0.0,17525.360953594518,1815.853528482116,0.0
solar_68696,PV(50kW+),5.0,21,operation,0.35894236464095275,0.0,0.0,3338.1639911608604,0.0,3338.1639911608604,345.8768625680221,0.0,0.0,16690.8199558043,0.0,16690.8199558043,1729.3843128401104,0.0
solar_68696,PV(50kW+),5.0,22,operation,0.3418498710866216,0.0,0.0,3179.203801105581,0.0,3179.203801105581,329.40653577906863,0.0,0.0,15896.019005527905,0.0,15896.019005527905,1647.0326788953432,0.0
solar_68696,PV(50kW+),5.0,23,operation,0.3255713057967825,0.0,0.0,3027.813143910077,0.0,3027.813143910077,313.72051026577964,0.0,0.0,15139.065719550385,0.0,15139.065719550385,1568.6025513288982,0.0
solar_68696,PV(50kW+),5.0,24,operation,0.31006791028265,0.0,0.0,2883.631565628645,0.0,2883.631565628645,298.7814383483616,0.0,0.0,14418.157828143227,0.0,14418.157828143227,1493.9071917418078,0.0
solar_68696,PV(50kW+),5.0,25,operation,0.29530277169776187,0.0,0.0,2746.3157767891853,0.0,2746.3157767891853,284.55375080796335,0.0,0.0,13731.578883945927,0.0,13731.578883945927,1422.7687540398167,0.0
solar_68696,PV(50kW+),5.0,26,operation,0.2812407349502494,0.0,0.0,2615.5388350373196,0.0,2615.5388350373196,271.00357219806034,0.0,0.0,13077.694175186598,0.0,13077.694175186598,1355.0178609903016,0.0
solar_68696,PV(50kW+),5.0,27,operation,0.26784831900023753,0.0,0.0,2490.9893667022093,0.0,2490.9893667022093,258.0986401886289,0.0,0.0,12454.946833511047,0.0,12454.946833511047,1290.4932009431445,0.0
solar_68696,PV(50kW+),5.0,28,operation,0.2550936371430833,0.0,0.0,2372.370825430675,0.0,2372.370825430675,245.8082287510751,0.0,0.0,11861.854127153374,0.0,11861.854127153374,1229.0411437553755,0.0
solar_68696,PV(50kW+),5.0,29,operation,0.24294632108865075,0.0,0.0,2259.4007861244518,0.0,2259.4007861244518,234.10307500102385,0.0,0.0,11297.003930622259,0.0,11297.003930622259,1170.5153750051193,0.0
solar_68696,PV(50kW+),5.0,30,operation,0.23137744865585785,0.0,0.0,2151.810272499478,0.0,2151.810272499478,222.95530952478464,0.0,0.0,10759.05136249739,0.0,10759.05136249739,1114.7765476239233,0.0
solar_68696,PV(50kW+),5.0,31,operation,0.22035947491034083,0.0,0.0,2049.34311666617,0.0,2049.34311666617,212.33839002360443,0.0,0.0,10246.71558333085,0.0,10246.71558333085,1061.691950118022,0.0
solar_68696,PV(50kW+),5.0,32,operation,0.20986616658127696,0.0,0.0,1951.7553492058757,0.0,1951.7553492058757,202.22703811771848,0.0,0.0,9758.776746029378,0.0,9758.776746029378,1011.1351905885924,0.0
solar_68696,PV(50kW+),5.0,33,operation,0.19987253960121615,0.0,0.0,1858.8146182913101,0.0,1858.8146182913101,192.5971791597319,0.0,0.0,9294.07309145655,0.0,9294.07309145655,962.9858957986595,0.0
solar_68696,PV(50kW+),5.0,34,operation,0.19035479962020585,0.0,0.0,1770.2996364679143,0.0,1770.2996364679143,183.42588491403035,0.0,0.0,8851.498182339572,0.0,8851.498182339572,917.1294245701517,0.0
solar_68696,PV(50kW+),5.0,35,operation,0.181290285352577,0.0,0.0,1685.999653778966,0.0,1685.999653778966,174.6913189657432,0.0,0.0,8429.99826889483,0.0,8429.99826889483,873.456594828716,0.0
solar_68696,PV(50kW+),5.0,36,operation,0.1726574146215019,0.0,0.0,1605.7139559799675,0.0,1605.7139559799675,166.37268472927923,0.0,0.0,8028.569779899837,0.0,8028.569779899837,831.8634236463961,0.0
solar_68699,PV(50kW+),4.0,0,pre_dev,1.0,50000.0,0.0,0.0,0.0,50000.0,0.0,200000.0,0.0,0.0,0.0,200000.0,0.0,0.0
solar_68699,PV(50kW+),4.0,1,construction,0.9523809523809523,0.0,380952.38095238095,0.0,0.0,380952.38095238095,0.0,0.0,1523809.5238095238,0.0,0.0,1523809.5238095238,0.0,1333333.3333333333
solar_68699,PV(50kW+),4.0,2,operation,0.9070294784580498,0.0,0.0,8435.374149659863,0.0,8435.374149659863,874.0136054421769,0.0,0.0,33741.49659863945,0.0,33741.49659863945,3496.0544217687075,0.0
solar_68699,PV(50kW+),4.0,3,operation,0.863837598531476,0.0,0.0,8033.689666342727,0.0,8033.689666342727,832.3939099449303,0.0,0.0,32134.758665370908,0.0,32134.758665370908,3329.5756397797213,0.0
solar_68699,PV(50kW+),4.0,4,operation,0.8227024747918819,0.0,0.0,7651.133015564501,0.0,7651.133015564501,792.7561047094574,0.0,0.0,30604.532062258004,0.0,30604.532062258004,3171.0244188378297,0.0
solar_68699,PV(50kW+),4.0,5,operation,0.7835261664684589,0.0,0.0,7286.793348156667,0.0,7286.793348156667,755.0058140090069,0.0,0.0,29147.173392626668,0.0,29147.173392626668,3020.0232560360278,0.0
solar_68699,PV(50kW+),4.0,6,operation,0.7462153966366274,0.0,0.0,6939.803188720634,0.0,6939.803188720634,719.0531561990542,0.0,0.0,27759.212754882537,0.0,27759.212754882537,2876.212624796217,0.0
solar_68699,PV(50kW+),4.0,7,operation,0.7106813301301214,0.0,0.0,6609.336370210129,0.0,6609.336370210129,684.812529713385,0.0,0.0,26437.345480840515,0.0,26437.345480840515,2739.25011885354,0.0
solar_68699,PV(50kW+),4.0,8,operation,0.676839362028687,0.0,0.0,6294.606066866789,0.0,6294.606066866789,652.2024092508428,0.0,0.0,25178.424267467155,0.0,25178.424267467155,2608.8096370033713,0.0
solar_68699,PV(50kW+),4.0,9,operation,0.6446089162177971,0.0,0.0,5994.862920825513,0.0,5994.862920825513,621.1451516674693,0.0,0.0,23979.451683302053,0.0,23979.451683302053,2484.5806066698774,0.0
solar_68699,PV(50kW+),4.0,10,operation,0.6139132535407591,0.0,0.0,5709.3932579290595,0.0,5709.3932579290595,591.5668111118755,0.0,0.0,22837.573031716238,0.0,22837.573031716238,2366.267244447502,0.0
solar_68699,PV(50kW+),4.0,11,operation,0.5846792890864373,0.0,0.0,5437.517388503867,0.0,5437.517388503867,563.396962963691,0.0,0.0,21750.069554015467,0.0,21750.069554015467,2253.587851854764,0.0
solar_68699,PV(50kW+),4.0,12,operation,0.5568374181775593,0.0,0.0,5178.5879890513015,0.0,5178.5879890513015,536.5685361558961,0.0,0.0,20714.351956205206,0.0,20714.351956205206,2146.2741446235846,0.0
solar_68699,PV(50kW+),4.0,13,operation,0.5303213506452945,0.0,0.0,4931.988561001239,0.0,4931.988561001239,511.0176534818058,0.0,0.0,19727.954244004955,0.0,19727.954244004955,2044.0706139272231,0.0
solar_68699,PV(50kW+),4.0,14,operation,0.5050679529955185,0.0,0.0,4697.131962858322,0.0,4697.131962858322,486.68347950648166,0.0,0.0,18788.52785143329,0.0,18788.52785143329,1946.7339180259266,0.0
solar_68699,PV(50kW+),4.0,15,operation,0.48101709809097,0.0,0.0,4473.459012246021,0.0,4473.459012246021,463.5080757204587,0.0,0.0,17893.836048984085,0.0,17893.836048984085,1854.0323028818348,0.0
solar_68699,PV(50kW+),4.0,16,operation,0.45811152199140004,0.0,0.0,4260.43715452002,0.0,4260.43715452002,441.4362625909131,0.0,0.0,17041.74861808008,0.0,17041.74861808008,1765.7450503636524,0.0
solar_68699,PV(50kW+),4.0,17,operation,0.4362966876108571,0.0,0.0,4057.559194780971,0.0,4057.559194780971,420.4154881818219,0.0,0.0,16230.236779123885,0.0,16230.236779123885,1681.6619527272876,0.0
solar_68699,PV(50kW+),4.0,18,operation,0.415520654867483,0.0,0.0,3864.342090267592,0.0,3864.342090267592,400.39570303030666,0.0,0.0,15457.368361070368,0.0,15457.368361070368,1601.5828121212267,0.0
solar_68699,PV(50kW+),4.0,19,operation,0.39573395701665043,0.0,0.0,3680.325800254849,0.0,3680.325800254849,381.32924098124437,0.0,0.0,14721.303201019397,0.0,14721.303201019397,1525.3169639249775,0.0
solar_68699,PV(50kW+),4.0,20,operation,0.3768894828730004,0.0,0.0,3505.0721907189036,0.0,3505.0721907189036,363.17070569642317,0.0,0.0,14020.288762875614,0.0,14020.288762875614,1452.6828227856927,0.0
solar_68699,PV(50kW+),4.0,21,operation,0.35894236464095275,0.0,0.0,3338.1639911608604,0.0,3338.1639911608604,345.8768625680221,0.0,0.0,13352.655964643442,0.0,13352.655964643442,1383.5074502720884,0.0
solar_68699,PV(50kW+),4.0,22,operation,0.3418498710866216,0.0,0.0,3179.203801105581,0.0,3179.203801105581,329.40653577906863,0.0,0.0,12716.815204422324,0.0,12716.815204422324,1317.6261431162745,0.0
solar_68699,PV(50kW+),4.0,23,operation,0.3255713057967825,0.0,0.0,3027.813143910077,0.0,3027.813143910077,313.72051026577964,0.0,0.0,12111.252575640308,0.0,12111.252575640308,1254.8820410631185,0.0
solar_68699,PV(50kW+),4.0,24,operation,0.31006791028265,0.0,0.0,2883.631565628645,0.0,2883.631565628645,298.7814383483616,0.0,0.0,11534.52626251458,0.0,11534.52626251458,1195.1257533934463,0.0
solar_68699,PV(50kW+),4.0,25,operation,0.29530277169776187,0.0,0.0,2746.3157767891853,0.0,2746.3157767891853,284.55375080796335,0.0,0.0,10985.263107156741,0.0,10985.263107156741,1138.2150032318534,0.0
solar_68699,PV(50kW+),4.0,26,operation,0.2812407349502494,0.0,0.0,2615.5388350373196,0.0,2615.5388350373196,271.00357219806034,0.0,0.0,10462.155340149278,0.0,10462.155340149278,1084.0142887922414,0.0
solar_68699,PV(50kW+),4.0,27,operation,0.26784831900023753,0.0,0.0,2490.9893667022093,0.0,2490.9893667022093,258.0986401886289,0.0,0.0,9963.957466808837,0.0,9963.957466808837,1032.3945607545156,0.0
solar_68699,PV(50kW+),4.0,28,operation,0.2550936371430833,0.0,0.0,2372.370825430675,0.0,2372.370825430675,245.8082287510751,0.0,0.0,9489.4833017227,0.0,9489.4833017227,983.2329150043004,0.0
solar_68699,PV(50kW+),4.0,29,operation,0.24294632108865075,0.0,0.0,2259.4007861244518,0.0,2259.4007861244518,234.10307500102385,0.0,0.0,9037.603144497807,0.0,9037.603144497807,936.4123000040954,0.0
solar_68699,PV(50kW+),4.0,30,operation,0.23137744865585785,0.0,0.0,2151.810272499478,0.0,2151.810272499478,222.95530952478464,0.0,0.0,8607.241089997911,0.0,8607.241089997911,891.8212380991386,0.0
solar_68699,PV(50kW+),4.0,31,operation,0.22035947491034083,0.0,0.0,2049.34311666617,0.0,2049.34311666617,212.33839002360443,0.0,0.0,8197.37246666468,0.0,8197.37246666468,849.3535600944177,0.0
solar_68699,PV(50kW+),4.0,32,operation,0.20986616658127696,0.0,0.0,1951.7553492058757,0.0,1951.7553492058757,202.22703811771848,0.0,0.0,7807.021396823503,0.0,7807.021396823503,808.9081524708739,0.0
solar_68699,PV(50kW+),4.0,33,operation,0.19987253960121615,0.0,0.0,1858.8146182913101,0.0,1858.8146182913101,192.5971791597319,0.0,0.0,7435.2584731652405,0.0,7435.2584731652405,770.3887166389276,0.0
solar_68699,PV(50kW+),4.0,34,operation,0.19035479962020585,0.0,0.0,1770.2996364679143,0.0,1770.2996364679143,183.42588491403035,0.0,0.0,7081.198545871657,0.0,7081.198545871657,733.7035396561214,0.0
solar_68699,PV(50kW+),4.0,35,operation,0.181290285352577,0.0,0.0,1685.999653778966,0.0,1685.999653778966,174.6913189657432,0.0,0.0,6743.998615115864,0.0,6743.998615115864,698.7652758629728,0.0
solar_68699,PV(50kW+),4.0,36,operation,0.1726574146215019,0.0,0.0,1605.7139559799675,0.0,1605.7139559799675,166.37268472927923,0.0,0.0,6422.85582391987,0.0,6422.85582391987,665.4907389171169,0.0
solar_68700,PV(50kW+),5.0,0,pre_dev,1.0,50000.0,0.0,0.0,0.0,50000.0,0.0,250000.0,0.0,0.0,0.0,250000.0,0.0,0.0
solar_68700,PV(50kW+),5.0,1,construction,0.9523809523809523,0.0,380952.38095238095,0.0,0.0,380952.38095238095,0.0,0.0,1904761.9047619049,0.0,0.0,1904761.9047619049,0.0,1333333.3333333333
solar_68700,PV(50kW+),5.0,2,operation,0.9070294784580498,0.0,0.0,8435.374149659863,0.0,8435.374149659863,874.0136054421769,0.0,0.0,42176.87074829932,0.0,42176.87074829932,4370.068027210884,0.0
solar_68700,PV(50kW+),5.0,3,operation,0.863837598531476,0.0,0.0,8033.689666342727,0.0,8033.689666342727,832.3939099449303,0.0,0.0,40168.44833171363,0.0,40168.44833171363,4161.969549724652,0.0
solar_68700,PV(50kW+),5.0,4,operation,0.8227024747918819,0.0,0.0,7651.133015564501,0.0,7651.133015564501,792.7561047094574,0.0,0.0,38255.6650778225,0.0,38255.6650778225,3963.780523547287,0.0
solar_68700,PV(50kW+),5.0,5,operation,0.7835261664684589,0.0,0.0,7286.793348156667,0.0,7286.793348156667,755.0058140090069,0.0,0.0,36433.96674078333,0.0,36433.96674078333,3775.0290700450346,0.0
solar_68700,PV(50kW+),5.0,6,operation,0.7462153966366274,0.0,0.0,6939.803188720634,0.0,6939.803188720634,719.0531561990542,0.0,0.0,34699.01594360317,0.0,34699.01594360317,3595.265780995271,0.0
solar_68700,PV(50kW+),5.0,7,operation,0.7106813301301214,0.0,0.0,6609.336370210129,0.0,6609.336370210129,684.812529713385,0.0,0.0,33046.68185105064,0.0,33046.68185105064,3424.0626485669245,0.0
solar_68700,PV(50kW+),5.0,8,operation,0.676839362028687,0.0,0.0,6294.606066866789,0.0,6294.606066866789,652.2024092508428,0.0,0.0,31473.030334333944,0.0,31473.030334333944,3261.012046254214,0.0
solar_68700,PV(50kW+),5.0,9,operation,0.6446089162177971,0.0,0.0,5994.862920825513,0.0,5994.862920825513,621.1451516674693,0.0,0.0,29974.31460412757,0.0,29974.31460412757,3105.7257583373466,0.0
solar_68700,PV(50kW+),5.0,10,operation,0.6139132535407591,0.0,0.0,5709.3932579290595,0.0,5709.3932579290595,591.5668111118755,0.0,0.0,28546.966289645297,0.0,28546.966289645297,2957.8340555593777,0.0
solar_68700,PV(50kW+),5.0,11,operation,0.5846792890864373,0.0,0.0,5437.517388503867,0.0,5437.517388503867,563.396962963691,0.0,0.0,27187.586942519334,0.0,27187.586942519334,2816.9848148184547,0.0
solar_68700,PV(50kW+),5.0,12,operation,0.5568374181775593,0.0,0.0,5178.5879890513015,0.0,5178.5879890513015,536.5685361558961,0.0,0.0,25892.93994525651,0.0,25892.93994525651,2682.842680779481,0.0
solar_68700,PV(50kW+),5.0,13,operation,0.5303213506452945,0.0,0.0,4931.988561001239,0.0,4931.988561001239,511.0176534818058,0.0,0.0,24659.942805006194,0.0,24659.942805006194,2555.088267409029,0.0
solar_68700,PV(50kW+),5.0,14,operation,0.5050679529955185,0.0,0.0,4697.131962858322,0.0,4697.131962858322,486.68347950648166,0.0,0.0,23485.659814291612,0.0,23485.659814291612,2433.4173975324084,0.0
solar_68700,PV(50kW+),5.0,15,operation,0.48101709809097,0.0,0.0,4473.459012246021,0.0,4473.459012246021,463.5080757204587,0.0,0.0,22367.295061230107,0.0,22367.295061230107,2317.5403786022935,0.0
solar_68700,PV(50kW+),5.0,16,operation,0.45811152199140004,0.0,0.0,4260.43715452002,0.0,4260.43715452002,441.4362625909131,0.0,0.0,21302.1857726001,0.0,21302.1857726001,2207.1813129545653,0.0
solar_68700,PV(50kW+),5.0,17,operation,0.4362966876108571,0.0,0.0,4057.559194780971,0.0,4057.559194780971,420.4154881818219,0.0,0.0,20287.795973904857,0.0,20287.795973904857,2102.0774409091096,0.0
solar_68700,PV(50kW+),5.0,18,operation,0.415520654867483,0.0,0.0,3864.342090267592,0.0,3864.342090267592,400.39570303030666,0.0,0.0,19321.71045133796,0.0,19321.71045133796,2001.9785151515334,0.0
solar_68700,PV(50kW+),5.0,19,operation,0.39573395701665043,0.0,0.0,3680.325800254849,0.0,3680.325800254849,381.32924098124437,0.0,0.0,18401.629001274247,0.0,18401.629001274247,1906.6462049062218,0.0
solar_68700,PV(50kW+),5.0,20,operation,0.3768894828730004,0.0,0.0,3505.0721907189036,0.0,3505.0721907189036,363.17070569642317,0.0,0.0,17525.360953594518,0.0,17525.360953594518,1815.853528482116,0.0
solar_68700,PV(50kW+),5.0,21,operation,0.35894236464095275,0.0,0.0,3338.1639911608604,0.0,3338.1639911608604,345.8768625680221,0.0,0.0,16690.8199558043,0.0,16690.8199558043,1729.3843128401104,0.0
solar_68700,PV(50kW+),5.0,22,operation,0.3418498710866216,0.0,0.0,3179.203801105581,0.0,3179.203801105581,329.40653577906863,0.0,0.0,15896.019005527905,0.0,15896.019005527905,1647.0326788953432,0.0
solar_68700,PV(50kW+),5.0,23,operation,0.3255713057967825,0.0,0.0,3027.813143910077,0.0,3027.813143910077,313.72051026577964,0.0,0.0,15139.065719550385,0.0,15139.065719550385,1568.6025513288982,0.0
solar_68700,PV(50kW+),5.0,24,operation,0.31006791028265,0.0,0.0,2883.631565628645,0.0,2883.631565628645,298.7814383483616,0.0,0.0,14418.157828143227,0.0,14418.157828143227,1493.9071917418078,0.0
solar_68700,PV(50kW+),5.0,25,operation,0.29530277169776187,0.0,0.0,2746.3157767891853,0.0,2746.3157767891853,284.55375080796335,0.0,0.0,13731.578883945927,0.0,13731.578883945927,1422.7687540398167,0.0
solar_68700,PV(50kW+),5.0,26,operation,0.2812407349502494,0.0,0.0,2615.5388350373196,0.0,2615.5388350373196,271.00357219806034,0.0,0.0,13077.694175186598,0.0,13077.694175186598,1355.0178609903016,0.0
solar_68700,PV(50kW+),5.0,27,operation,0.26784831900023753,0.0,0.0,2490.9893667022093,0.0,2490.9893667022093,258.0986401886289,0.0,0.0,12454.946833511047,0.0,12454.946833511047,1290.4932009431445,0.0
solar_68700,PV(50kW+),5.0,28,operation,0.2550936371430833,0.0,0.0,2372.370825430675,0.0,2372.370825430675,245.8082287510751,0.0,0.0,11861.854127153374,0.0,11861.854127153374,1229.0411437553755,0.0
solar_68700,PV(50kW+),5.0,29,operation,0.24294632108865075,0.0,0.0,2259.4007861244518,0.0,2259.4007861244518,234.10307500102385,0.0,0.0,11297.003930622259,0.0,11297.003930622259,1170.5153750051193,0.0
solar_68700,PV(50kW+),5.0,30,operation,0.23137744865585785,0.0,0.0,2151.810272499478,0.0,2151.810272499478,222.95530952478464,0.0,0.0,10759.05136249739,0.0,10759.05136249739,1114.7765476239233,0.0
solar_68700,PV(50kW+),5.0,31,operation,0.22035947491034083,0.0,0.0,2049.34311666617,0.0,2049.34311666617,212.33839002360443,0.0,0.0,10246.71558333085,0.0,10246.71558333085,1061.691950118022,0.0
solar_68700,PV(50kW+),5.0,32,operation,0.20986616658127696,0.0,0.0,1951.7553492058757,0.0,1951.7553492058757,202.22703811771848,0.0,0.0,9758.776746029378,0.0,9758.776746029378,1011.1351905885924,0.0
solar_68700,PV(50kW+),5.0,33,operation,0.19987253960121615,0.0,0.0,1858.8146182913101,0.0,1858.8146182913101,192.5971791597319,0.0,0.0,9294.07309145655,0.0,9294.07309145655,962.9858957986595,0.0
solar_68700,PV(50kW+),5.0,34,operation,0.19035479962020585,0.0,0.0,1770.2996364679143,0.0,1770.2996364679143,183.42588491403035,0.0,0.0,8851.498182339572,0.0,8851.498182339572,917.1294245701517,0.0
solar_68700,PV(50kW+),5.0,35,operation,0.181290285352577,0.0,0.0,1685.999653778966,0.0,1685.999653778966,174.6913189657432,0.0,0.0,8429.99826889483,0.0,8429.99826889483,873.456594828716,0.0
solar_68700,PV(50kW+),5.0,36,operation,0.1726574146215019,0.0,0.0,1605.7139559799675,0.0,1605.7139559799675,166.37268472927923,0.0,0.0,8028.569779899837,0.0,8028.569779899837,831.8634236463961,0.0
solar_68701,PV(50kW+),5.0,0,pre_dev,1.0,50000.0,0.0,0.0,0.0,50000.0,0.0,250000.0,0.0,0.0,0.0,250000.0,0.0,0.0
solar_68701,PV(50kW+),5.0,1,construction,0.9523809523809523,0.0,380952.38095238095,0.0,0.0,380952.38095238095,0.0,0.0,1904761.9047619049,0.0,0.0,1904761.9047619049,0.0,1333333.3333333333
solar_68701,PV(50kW+),5.0,2,operation,0.9070294784580498,0.0,0.0,8435.374149659863,0.0,8435.374149659863,874.0136054421769,0.0,0.0,42176.87074829932,0.0,42176.87074829932,4370.068027210884,0.0
solar_68701,PV(50kW+),5.0,3,operation,0.863837598531476,0.0,0.0,8033.689666342727,0.0,8033.689666342727,832.3939099449303,0.0,0.0,40168.44833171363,0.0,40168.44833171363,4161.969549724652,0.0
solar_68701,PV(50kW+),5.0,4,operation,0.8227024747918819,0.0,0.0,7651.133015564501,0.0,7651.133015564501,792.7561047094574,0.0,0.0,38255.6650778225,0.0,38255.6650778225,3963.780523547287,0.0
solar_68701,PV(50kW+),5.0,5,operation,0.7835261664684589,0.0,0.0,7286.793348156667,0.0,7286.793348156667,755.0058140090069,0.0,0.0,36433.96674078333,0.0,36433.96674078333,3775.0290700450346,0.0
solar_68701,PV(50kW+),5.0,6,operation,0.7462153966366274,0.0,0.0,6939.803188720634,0.0,6939.803188720634,719.0531561990542,0.0,0.0,34699.01594360317,0.0,34699.01594360317,3595.265780995271,0.0
solar_68701,PV(50kW+),5.0,7,operation,0.7106813301301214,0.0,0.0,6609.336370210129,0.0,6609.336370210129,684.812529713385,0.0,0.0,33046.68185105064,0.0,33046.68185105064,3424.0626485669245,0.0
solar_68701,PV(50kW+),5.0,8,operation,0.676839362028687,0.0,0.0,6294.606066866789,0.0,6294.606066866789,652.2024092508428,0.0,0.0,31473.030334333944,0.0,31473.030334333944,3261.012046254214,0.0
solar_68701,PV(50kW+),5.0,9,operation,0.6446089162177971,0.0,0.0,5994.862920825513,0.0,5994.862920825513,621.1451516674693,0.0,0.0,29974.31460412757,0.0,29974.31460412757,3105.7257583373466,0.0
solar_68701,PV(50kW+),5.0,10,operation,0.6139132535407591,0.0,0.0,5709.3932579290595,0.0,5709.3932579290595,591.5668111118755,0.0,0.0,28546.966289645297,0.0,28546.966289645297,2957.8340555593777,0.0
solar_68701,PV(50kW+),5.0,11,operation,0.5846792890864373,0.0,0.0,5437.517388503867,0.0,5437.517388503867,563.396962963691,0.0,0.0,27187.586942519334,0.0,27187.586942519334,2816.9848148184547,0.0
solar_68701,PV(50kW+),5.0,12,operation,0.5568374181775593,0.0,0.0,5178.5879890513015,0.0,5178.5879890513015,536.5685361558961,0.0,0.0,25892.93994525651,0.0,25892.93994525651,2682.842680779481,0.0
solar_68701,PV(50kW+),5.0,13,operation,0.5303213506452945,0.0,0.0,4931.988561001239,0.0,4931.988561001239,511.0176534818058,0.0,0.0,24659.942805006194,0.0,24659.942805006194,2555.088267409029,0.0
solar_68701,PV(50kW+),5.0,14,operation,0.5050679529955185,0.0,0.0,4697.131962858322,0.0,4697.131962858322,486.68347950648166,0.0,0.0,23485.659814291612,0.0,23485.659814291612,2433.4173975324084,0.0
solar_68701,PV(50kW+),5.0,15,operation,0.48101709809097,0.0,0.0,4473.459012246021,0.0,4473.459012246021,463.5080757204587,0.0,0.0,22367.295061230107,0.0,22367.295061230107,2317.5403786022935,0.0
solar_68701,PV(50kW+),5.0,16,operation,0.45811152199140004,0.0,0.0,4260.43715452002,0.0,4260.43715452002,441.4362625909131,0.0,0.0,21302.1857726001,0.0,21302.1857726001,2207.1813129545653,0.0
solar_68701,PV(50kW+),5.0,17,operation,0.4362966876108571,0.0,0.0,4057.559194780971,0.0,4057.559194780971,420.4154881818219,0.0,0.0,20287.795973904857,0.0,20287.795973904857,2102.0774409091096,0.0
solar_68701,PV(50kW+),5.0,18,operation,0.415520654867483,0.0,0.0,3864.342090267592,0.0,3864.342090267592,400.39570303030666,0.0,0.0,19321.71045133796,0.0,19321.71045133796,2001.9785151515334,0.0
